"radar_id","interval_start_time","altitude_band","avg_u_speed","avg_v_speed","avg_dens"
"bejab","2016-09-19 00:00:00+00","1",-5.40188347209584,-6.60319805145264,18.5353844382546
"bejab","2016-09-19 01:00:00+00","1",-4.07109230214899,-6.14419143850153,16.9808877598156
"bejab","2016-09-19 02:00:00+00","1",-2.50867755846544,-5.8608792478388,15.1706410321322
"bejab","2016-09-19 03:00:00+00","1",-3.01142282485962,-4.91509885787964,11.992280292511
"bejab","2016-09-19 05:00:00+00","1",-1.55032384395599,-1.45048403739929,11.3503351211548
"bejab","2016-09-19 18:00:00+00","1",-1.82891112565994,-3.7017788887024,12.8781294822693
"bejab","2016-09-19 19:00:00+00","1",-2.54061005332253,-3.78210986744274,13.8543101224032
"bejab","2016-09-19 20:00:00+00","1",-3.55373978614807,-2.79570436477661,14.704347263683
"bejab","2016-09-19 21:00:00+00","1",-5.10954483350118,-3.06241889794668,15.7728907267253
"bejab","2016-09-19 22:00:00+00","1",-5.16887124379476,-2.79725627104441,17.6964450677236
"bejab","2016-09-19 23:00:00+00","1",-5.11255267461141,-2.34198939800263,15.2874287923177
"bejab","2016-09-20 00:00:00+00","1",-3.96854641040166,-1.62469466527303,13.9833001295726
"bejab","2016-09-20 01:00:00+00","1",-2.88529695164074,0.0999373563311321,11.6522168246183
"bejab","2016-09-20 02:00:00+00","1",-2.18261154492696,1.73373051484426,10.6396668752034
"bejab","2016-09-20 16:00:00+00","1",-2.93451507886251,-2.33573214213054,10.3231391906739
"bejab","2016-09-20 18:00:00+00","1",-5.0404330889384,-2.57247551282247,13.9461654027303
"bejab","2016-09-20 19:00:00+00","1",-6.43717848170887,-2.2878999710083,18.3355896689675
"bejab","2016-09-20 20:00:00+00","1",-5.95289304039695,-1.49990738521923,19.0521607832475
"bejab","2016-09-20 21:00:00+00","1",-6.55786249854348,-2.12422536719929,19.0572154305198
"bejab","2016-09-20 22:00:00+00","1",-5.41861625151201,-0.933108529245311,16.7045300223611
"bejab","2016-09-20 23:00:00+00","1",-3.77151025425304,0.26429145918651,13.4740429791537
"bejab","2016-09-21 00:00:00+00","1",-2.35418203141954,-0.188114283813371,11.8353994157579
"bejab","2016-09-21 01:00:00+00","1",-1.79616532325745,-0.123617815971375,10.794612121582
"bejab","2016-09-21 02:00:00+00","1",-1.58243586335863,-0.0563812979630062,11.2010857718331
"bejab","2016-09-21 03:00:00+00","1",-1.42472361773253,-0.000267896801233234,10.8399597406388
"bejab","2016-09-21 18:00:00+00","1",-3.04532051086426,0.407394036650658,12.221203327179
"bejab","2016-09-21 19:00:00+00","1",-3.15071613138372,1.75400801138444,13.7035499919545
"bejab","2016-09-21 20:00:00+00","1",-3.25647640228272,1.83104550838471,13.9838649576361
"bejab","2016-09-21 21:00:00+00","1",-3.44645907328679,1.09277728658456,12.6632889967698
"bejab","2016-09-21 22:00:00+00","1",-3.9163280526797,0.645657976468405,13.6879079341888
"bejab","2016-09-21 23:00:00+00","1",-4.10316549647938,0.954453625462272,14.6375585035844
"bejab","2016-09-22 00:00:00+00","1",-2.00962722843343,-0.221783624453978,15.0940223173662
"bejab","2016-09-22 01:00:00+00","1",0.0550871633670546,-1.46812468225306,13.4357400373979
"bejab","2016-09-22 02:00:00+00","1",0.17041130093011,-0.799534480680119,12.0491995377974
"bejab","2016-09-22 03:00:00+00","1",0.538866688807805,-0.14521269996961,11.6630115509033
"bejab","2016-09-22 04:00:00+00","1",0.978449672460556,0.403837665915489,10.8506374359131
"bejab","2016-09-22 18:00:00+00","1",3.88125860691071,-1.53294426202774,11.4174571037292
"bejab","2016-09-22 19:00:00+00","1",4.0324435450814,-0.189786277711392,13.9130608818748
"bejab","2016-09-22 20:00:00+00","1",4.13431517283122,0.167015309135119,11.4767649968465
"bejab","2016-09-22 21:00:00+00","1",3.69480621814728,0.108613564167172,10.9225840568542
"bejab","2016-09-22 22:00:00+00","1",3.65400284528732,-0.511893328279257,11.4106132984161
"bejab","2016-09-22 23:00:00+00","1",4.70141839981079,-0.96846604347229,10.0181531906128
"bejab","2016-09-23 03:00:00+00","1",4.2384033203125,-2.79372978210449,10.0821161270142
"bejab","2016-09-23 14:00:00+00","1",1.02976834774017,-1.64274990558624,11.8514223098755
"bejab","2016-09-23 15:00:00+00","1",1.13881874084473,-1.77694988250732,10.0959272384644
"bejab","2016-09-23 18:00:00+00","1",-2.67362022399902,-1.57152217626571,11.6065013408661
"bejab","2016-09-23 19:00:00+00","1",-3.87717643651095,-0.968931072137573,12.6288274418224
"bejab","2016-09-23 20:00:00+00","1",-4.58578885685314,1.27781702984463,14.1073372580788
"bejab","2016-09-23 21:00:00+00","1",-4.6407228383151,2.29825769771229,14.5058152458885
"bejab","2016-09-23 22:00:00+00","1",-3.30516108599576,3.24802777983926,12.5041949532249
"bejab","2016-09-23 23:00:00+00","1",-0.715950310230254,4.2363707224528,10.6981913248698
"bejab","2016-09-24 00:00:00+00","1",4.503342628479,5.9280104637146,10.2039775848389
"bejab","2016-09-24 01:00:00+00","1",6.41832065582275,6.00788402557373,10.0602779388428
"bejab","2016-09-24 09:00:00+00","1",1.88851112127304,8.98865461349487,11.3237447738647
"bejab","2016-09-24 10:00:00+00","1",1.28862410783768,8.71319675445556,11.1984832286835
"bejab","2016-09-24 12:00:00+00","1",0.692288901124682,10.0993749073573,12.9515421731131
"bejab","2016-09-24 13:00:00+00","1",0.590306252241135,10.0020382404327,10.474552154541
"bejab","2016-09-24 14:00:00+00","1",0.388709942499797,9.92795658111572,11.5282602310181
"bejab","2016-09-25 09:00:00+00","1",3.55540895462036,5.21972227096558,10.1334266662598
"bejab","2016-09-25 10:00:00+00","1",5.24776482582092,5.23465895652771,10.8105993270874
"bejab","2016-09-25 11:00:00+00","1",7.15940427780152,3.32344609498978,10.5653157234192
"bejab","2016-09-25 12:00:00+00","1",6.0891227722168,-0.0851171538233757,13.443431854248
"bejab","2016-09-25 18:00:00+00","1",7.02750873565674,2.16444158554077,10.0686559677124
"bejab","2016-09-25 19:00:00+00","1",8.79313182830811,2.87614369392395,10.694993019104
"bejab","2016-09-26 16:00:00+00","2",8.15964984893799,1.18128705024719,12.5341863632202
"bejab","2016-09-26 18:00:00+00","1",-2.00618648529053,1.12690341472626,11.376784324646
"bejab","2016-09-26 20:00:00+00","1",-2.08307242393494,3.38698434829712,10.011791229248
"bejab","2016-09-26 21:00:00+00","1",-1.71655881404877,2.76123929023743,10.1557092666626
"bejab","2016-09-26 22:00:00+00","1",-2.13834771088191,3.08522861344474,10.9650222233364
"bejab","2016-09-26 23:00:00+00","1",-3.12366663558143,1.24675948279245,12.0125192233494
"bejab","2016-09-27 00:00:00+00","1",-4.79355566203594,-1.69730033632368,11.9678414165974
"bejab","2016-09-27 01:00:00+00","1",-5.62524251504378,-1.64917832028798,13.2873953472484
"bejab","2016-09-27 02:00:00+00","1",-4.34127223491669,-0.204251843194167,13.9166764418284
"bejab","2016-09-27 03:00:00+00","1",-3.37915483388034,0.0682075545191765,13.068623976274
"bejab","2016-09-27 04:00:00+00","1",-2.15133152753115,-0.790718593448401,12.3733399391174
"bejab","2016-09-27 06:00:00+00","1",0.825294733047485,0.593262851238251,10.7858953475952
"bejab","2016-09-27 13:00:00+00","1",2.87985521554947,7.89460837841034,11.6896953582764
"bejab","2016-09-27 14:00:00+00","1",4.70923264821371,7.12131730715434,11.510390440623
"bejab","2016-09-27 15:00:00+00","1",4.32166242599487,6.79803800582886,11.7079429626465
"bejab","2016-09-27 18:00:00+00","1",5.54275067647298,3.36373766263326,11.4123735427857
"bejab","2016-09-27 19:00:00+00","1",5.38794729444716,3.06434361139933,11.6306728786892
"bejab","2016-09-27 20:00:00+00","1",5.36393642425537,2.88865143060684,10.7283296585083
"bejab","2016-09-27 21:00:00+00","1",4.58273267745972,1.85664236545563,11.4814872741699
"bejab","2016-09-27 22:00:00+00","1",5.84661626815796,2.26263618469238,10.5077152252198
"bejab","2016-09-27 23:00:00+00","1",6.34794878959656,2.18698090314865,11.914665222168
"bejab","2016-09-28 03:00:00+00","1",6.05496740341187,1.22691583633423,13.4280033111572
"bejab","2016-09-28 04:00:00+00","1",8.8895206451416,3.64885997772217,11.054274559021
"bejab","2016-09-28 09:00:00+00","1",7.29606485366821,3.31253457069397,10.43869972229
"bejab","2016-09-28 10:00:00+00","1",7.48669605255127,4.25312490463257,12.0179023742676
"bejab","2016-09-28 11:00:00+00","1",6.69471424818039,5.87234783172607,12.4406427145004
"bejab","2016-09-28 12:00:00+00","1",6.90131940841675,6.59109873771668,12.4312581062317
"bejab","2016-09-28 13:00:00+00","1",7.62880778312683,6.15279197692871,11.158454656601
"bejab","2016-09-28 18:00:00+00","1",9.78463649749756,5.39503860473633,10.1370325088501
"bejab","2016-09-28 21:00:00+00","1",13.90944480896,7.8452615737915,10.2165479660034
"bejab","2016-09-28 22:00:00+00","1",12.6035823822021,6.43507130940755,11.1506942113241
"bejab","2016-09-29 10:00:00+00","1",8.72912454605103,7.18934273719787,11.1062684059143
"bejab","2016-09-29 13:00:00+00","1",9.84668469429016,8.40672492980957,12.2798712253571
"bejab","2016-09-29 14:00:00+00","1",9.59987354278564,9.83306694030762,10.100079536438
"bejab","2016-09-29 22:00:00+00","1",8.1346960067749,-1.6969211101532,13.5691556930542
"bejab","2016-09-30 08:00:00+00","1",2.0060818195343,-0.47469025850296,10.8163719177246
"bejab","2016-09-30 10:00:00+00","1",4.95969457626343,2.54140462875366,12.5944890975952
"bejab","2016-09-30 11:00:00+00","1",5.07812023162842,3.15162290226329,12.015474059365
"bejab","2016-09-30 12:00:00+00","1",4.58624148368835,3.6735634803772,11.0805001258851
"bejab","2016-09-30 17:00:00+00","1",3.2797520160675,1.67813086509705,12.36643409729
"bejab","2016-09-30 18:00:00+00","1",4.60603189468384,2.63316702842712,10.5099746704102
"bejab","2016-09-30 19:00:00+00","1",3.2903139591217,1.59040856361389,11.656434059143
"bejab","2016-09-30 20:00:00+00","1",3.03583788871765,0.572936862707138,13.0835123062134
"bejab","2016-09-30 21:00:00+00","1",1.80254621058703,1.29357136040926,11.4436608552933
"bejab","2016-09-30 22:00:00+00","1",-0.0394155830144883,0.304851852357387,11.1685229301453
"bejab","2016-09-30 23:00:00+00","1",-1.55388380421533,1.21730740202798,12.6485680474175
"bejab","2016-10-01 00:00:00+00","1",-3.02844206492106,0.704002564152083,14.1384134292603
"bejab","2016-10-01 01:00:00+00","1",-1.79309463500977,1.24516928195953,10.7550921440124
"bejab","2016-10-01 10:00:00+00","1",0.799397031466166,4.51390854517619,10.3734461466471
"bejab","2016-10-01 11:00:00+00","1",3.33072662353516,6.44706122080485,12.0230746269226
"bejab","2016-10-01 12:00:00+00","1",4.06533830165863,6.44699378013611,11.4505303382874
